growth_stage,temperature,humidity,rainfall,forecast_rainfall,wind_speed,solar_radiation,pressure,cloud_cover,dew_point,soil_moisture,soil_temperature,soil_ph,nitrogen,phosphorus,potassium,organic_matter,ec,leaf_wetness,evapotranspiration,ndvi,crop_age_days,water_usage,pest_risk,disease_risk,crop_health_index,previous_yield,groundwater_level,reservoir_level,fertilizer_usage,labor_hours,water_quantity_required_liters,future_soil_moisture_3day,crop_water_stress_level,irrigation_required,yield_prediction,crop_type_Maize,crop_type_Rice,crop_type_Sugarcane,crop_type_Wheat,region_North,region_South,region_West,soil_type_Loamy,soil_type_Sandy,soil_type_Silty,irrigation_type_Flood,irrigation_type_Sprinkler
0,40.37,26.14,242.51,43.5,26.06,223.41,1014.78,96.41,2.67,72.77,23.68,5.53,109,116,145,3.95,2.03,6.69,3.02,0.664,57,349.01,21,6,65.27,5.56,16.24,19.72,217.36,18.81,26.21,70.19,1,0,6.05,0,0,1,0,1,0,0,0,0,0,1,0
0,25.9,48.21,88.75,79.81,15.75,998.72,959.43,4.08,15.58,69.63,27.03,5.13,59,16,9,1.4,1.7,22.28,5.73,0.702,108,745.36,57,90,70.28,4.85,24.22,71.17,221.05,18.24,27.74,72.13,1,0,4.89,1,0,0,0,0,1,0,1,0,0,0,1
3,20.24,37.81,17.18,39.6,20.48,501.23,969.05,38.04,21.6,71.67,23.04,7.23,114,80,92,1.95,1.6,61.12,7.34,0.736,142,824.16,39,67,61.18,2.95,8.76,79.56,231.56,17.84,30.01,71.8,1,0,5.4,1,0,0,0,1,0,0,0,0,1,0,1
0,28.66,52.86,290.11,73.64,5.17,585.09,997.13,43.09,16.2,65.47,22.79,5.86,75,7,42,5.07,0.64,85.96,9.13,0.377,11,125.77,36,47,58.68,7.91,40.4,47.66,168.86,7.19,26.68,67.06,1,0,4.43,0,0,0,0,0,0,1,1,0,0,1,0
2,29.95,49.88,175.55,39.68,24.48,654.81,994.05,96.67,23.01,79.16,18.65,6.2,39,82,15,0.57,0.44,68.58,2.13,0.669,117,456.71,73,7,51.26,7.9,40.3,13.11,144.76,14.54,19.44,77.84,1,0,5.39,0,0,1,0,0,1,0,0,0,1,0,0
0,29.35,67.34,51.93,89.92,22.72,276.21,969.42,76.01,15.59,25.45,30.33,7.2,74,22,91,5.23,2.59,77.88,11.03,0.239,161,860.16,63,43,96.0,5.02,14.81,70.76,104.78,14.06,69.13,28.24,2,0,3.81,1,0,0,0,0,1,0,0,0,1,1,0
2,39.25,67.16,188.13,32.56,26.67,533.58,1037.08,93.53,2.73,16.94,36.19,7.71,47,61,99,2.06,2.96,8.43,2.65,0.48,9,345.71,46,48,86.43,1.51,25.58,30.52,116.99,5.05,68.8,13.66,0,0,4.33,0,0,0,1,0,0,0,0,0,0,1,0
2,31.94,51.0,12.66,52.31,21.3,156.6,978.43,13.54,20.08,10.69,11.01,6.73,99,33,38,7.39,2.75,6.46,2.26,0.166,48,493.63,41,49,68.44,3.51,20.95,52.14,77.34,5.34,82.2,10.08,0,0,3.82,0,0,0,1,0,0,0,0,0,1,0,1
3,41.65,33.62,56.26,52.18,26.31,972.25,992.73,2.47,9.82,66.77,38.92,7.93,46,69,85,0.76,1.33,48.05,0.2,0.649,21,656.41,45,29,86.63,5.33,41.37,80.53,243.99,12.15,30.91,64.7,1,0,5.11,0,0,1,0,1,0,0,0,1,0,0,1
2,30.43,63.64,189.79,64.89,4.87,525.54,983.74,97.1,15.6,38.95,31.73,7.87,69,57,101,0.54,1.33,10.43,0.16,0.886,58,639.13,73,68,80.4,7.64,45.84,47.89,149.16,3.69,17.06,39.58,2,0,5.86,0,0,0,0,0,1,0,0,0,1,1,0
2,21.74,92.49,120.74,30.67,24.41,126.7,1049.55,33.09,29.84,24.36,10.28,6.71,46,49,35,4.76,0.47,77.99,3.41,0.796,163,77.03,69,67,95.46,6.31,15.76,69.6,203.93,19.59,46.33,23.55,2,0,6.26,0,0,0,0,1,0,0,0,0,1,0,0
3,18.88,33.91,97.53,64.27,28.59,639.17,984.66,65.7,8.24,55.79,13.0,4.83,84,57,46,1.25,1.15,21.17,10.55,0.207,177,211.27,85,66,66.75,1.52,24.81,24.66,64.04,8.99,31.33,58.1,1,0,2.62,1,0,0,0,0,0,1,0,0,1,1,0
2,41.05,25.18,196.65,14.1,24.47,190.1,976.46,15.71,24.63,5.06,38.0,7.25,70,43,35,3.39,0.38,94.98,4.05,0.495,172,205.68,89,65,70.54,6.51,45.87,95.75,212.95,4.15,94.0,0.03,0,1,4.5,0,0,1,0,0,0,0,0,0,0,0,0
3,16.69,39.84,259.92,89.36,18.46,810.98,1040.68,55.34,16.93,19.75,30.13,6.01,119,71,140,4.66,2.93,14.7,10.28,0.133,3,562.13,28,3,43.45,9.71,15.46,45.0,298.61,12.94,57.37,24.4,2,0,3.57,0,0,0,1,1,0,0,1,0,0,0,0
1,18.53,50.97,203.58,14.42,27.8,958.02,965.74,94.11,27.47,33.38,11.82,7.62,126,81,82,4.76,0.62,15.6,0.66,0.113,27,655.17,71,18,73.03,8.92,18.31,47.19,14.7,2.33,17.88,31.75,2,1,3.34,1,0,0,0,1,0,0,1,0,0,1,0
1,16.91,42.96,139.03,84.03,2.83,924.9,1041.82,70.27,27.32,20.92,20.13,4.8,26,17,63,4.63,1.21,76.33,7.25,0.18,156,674.61,57,83,83.05,4.24,13.35,25.8,29.73,4.21,55.42,25.11,2,0,3.0,1,0,0,0,0,0,0,0,0,0,1,0
1,27.71,82.6,197.66,69.31,0.51,485.01,1006.85,45.17,21.43,30.69,36.53,6.32,28,74,90,3.06,2.1,17.26,10.27,0.831,110,51.42,17,93,44.42,8.53,13.24,86.04,191.14,5.1,49.58,32.08,2,0,5.84,0,1,0,0,0,1,0,0,1,0,1,0
2,30.98,56.98,208.7,34.11,28.96,741.33,972.32,92.23,9.14,17.4,35.67,6.17,113,106,74,6.22,1.29,66.17,3.07,0.708,65,719.96,83,48,44.38,2.51,39.52,53.76,116.8,9.49,61.17,15.48,0,0,6.3,0,0,1,0,1,0,0,0,1,0,0,0
0,15.6,38.46,232.52,32.74,20.49,240.22,975.2,12.6,28.53,5.3,15.72,5.25,22,97,147,4.15,2.44,88.64,5.61,0.877,121,805.4,38,43,61.49,4.78,15.38,45.07,235.7,1.21,74.53,5.58,0,0,6.78,1,0,0,0,0,0,0,0,0,0,0,1
3,30.47,91.26,92.11,96.6,3.42,168.13,1021.1,46.93,25.06,42.22,22.7,6.71,81,26,36,6.92,0.14,8.76,7.67,0.873,30,379.41,16,28,57.49,3.62,29.4,90.26,244.82,3.77,35.11,45.38,1,0,7.47,0,0,0,1,0,1,0,1,0,0,0,0
1,26.81,29.38,34.33,19.5,10.2,838.95,953.94,57.28,29.0,10.29,32.58,6.62,46,30,58,1.18,2.7,89.32,4.25,0.557,89,568.29,46,80,76.23,8.07,43.96,65.67,170.61,16.59,81.71,7.83,0,1,4.22,0,1,0,0,0,0,1,0,1,0,0,0
3,38.21,29.22,204.56,72.3,22.46,725.65,1021.55,1.37,29.1,59.02,30.6,6.41,122,49,38,2.38,0.76,80.63,4.7,0.424,56,943.84,3,9,62.89,1.18,1.94,18.39,142.28,18.57,29.74,59.07,1,0,4.51,0,0,0,1,0,0,0,0,0,0,0,0
1,39.9,38.4,36.33,18.37,22.51,916.35,980.99,1.8,13.21,9.61,12.99,5.82,119,35,117,0.96,0.46,93.56,11.77,0.5,172,801.56,57,57,43.57,5.06,12.14,97.71,136.99,19.73,108.35,5.09,0,1,4.12,0,0,0,0,1,0,0,1,0,0,0,1
1,35.55,25.76,138.6,90.54,5.1,923.13,1030.83,61.82,2.94,62.49,27.86,8.17,60,107,63,2.65,1.69,87.83,11.22,0.284,17,412.29,51,26,48.01,1.1,34.65,62.52,82.77,12.43,43.95,64.4,1,0,3.69,0,1,0,0,0,0,1,0,1,0,0,0
2,29.2,76.37,69.21,74.19,14.1,412.55,962.5,65.45,15.17,9.62,10.76,7.65,93,51,13,7.17,2.16,24.22,7.76,0.926,47,943.09,38,0,95.04,3.48,8.14,95.17,163.14,17.29,90.1,11.18,0,0,8.06,0,1,0,0,0,1,0,0,1,0,0,0
3,21.48,43.46,99.62,93.27,24.22,386.78,974.92,98.18,3.65,77.99,20.84,7.88,62,34,35,7.34,1.94,49.29,9.14,0.853,169,161.86,91,15,74.01,9.1,2.58,51.16,193.1,3.96,30.48,82.23,1,0,7.58,1,0,0,0,0,1,0,0,0,0,0,0
2,40.41,74.74,141.19,87.91,29.0,497.71,993.9,31.05,14.71,32.12,25.53,5.63,27,105,62,6.72,0.89,36.57,2.51,0.384,120,309.02,57,83,84.24,5.68,9.7,59.07,229.53,1.32,44.47,33.09,2,0,4.43,0,0,0,0,0,0,0,1,0,0,0,1
3,25.25,77.21,268.85,54.95,18.68,699.11,1037.92,34.28,16.47,27.5,11.29,8.34,115,58,77,3.52,2.35,59.51,5.52,0.512,175,960.03,74,82,50.25,9.63,18.66,41.96,127.58,7.39,40.3,28.11,2,0,4.44,1,0,0,0,0,0,0,0,1,0,0,0
3,25.69,37.81,204.13,15.22,19.14,104.49,978.41,59.45,17.31,27.91,35.33,5.8,50,27,13,5.83,0.41,70.11,8.25,0.471,164,115.26,47,23,85.98,2.33,17.1,45.74,274.83,3.14,48.61,25.27,2,1,5.29,0,0,1,0,0,0,0,0,0,0,0,1
0,42.48,58.88,51.49,22.15,14.08,581.15,1034.38,74.2,0.27,23.13,22.4,4.91,134,16,40,7.12,2.19,95.66,8.14,0.676,91,500.46,38,34,70.76,5.88,5.39,55.71,81.03,18.61,78.06,18.53,0,1,6.46,0,0,0,1,0,1,0,0,1,0,0,1
1,44.27,58.97,263.83,20.18,16.17,117.76,960.21,52.0,25.69,18.29,22.17,7.78,105,42,114,7.83,2.98,59.63,11.75,0.6,80,653.16,15,80,71.82,3.76,44.74,86.6,215.96,15.33,84.8,13.26,0,1,5.77,0,0,0,1,0,0,1,1,0,0,1,0
2,41.94,85.35,150.16,22.06,2.97,505.61,967.36,61.78,13.75,67.21,13.29,4.65,69,111,64,2.52,1.08,34.88,11.11,0.503,110,764.29,51,33,84.35,8.35,29.27,37.5,93.97,13.56,48.26,62.68,1,0,4.69,1,0,0,0,0,1,0,0,0,1,1,0
0,44.95,21.92,61.28,47.64,10.49,174.05,965.8,20.63,21.23,39.6,24.25,8.39,40,7,130,6.16,1.13,78.08,6.33,0.515,19,850.84,33,39,60.21,1.43,32.87,66.56,23.45,2.7,46.28,36.67,2,0,5.42,0,0,0,1,1,0,0,0,1,0,1,0
3,41.07,43.76,158.23,86.78,15.22,606.0,1011.3,71.6,3.3,12.49,12.6,4.96,21,113,143,1.37,0.31,18.14,0.46,0.33,103,715.09,18,11,42.78,7.73,10.04,83.37,293.57,19.93,75.38,13.27,0,0,3.81,0,0,0,1,0,1,0,1,0,0,0,1
1,36.13,86.19,57.28,2.31,8.25,382.85,988.87,40.27,22.35,66.41,14.55,5.06,88,106,77,0.52,2.06,13.04,3.53,0.433,107,903.82,97,6,41.35,6.61,33.07,97.52,171.32,1.91,33.1,61.18,1,0,4.21,0,0,1,0,1,0,0,0,1,0,1,0
2,23.81,37.76,110.2,23.85,10.79,531.02,1036.35,57.74,13.24,69.56,35.05,4.6,136,38,104,7.4,2.01,76.01,7.47,0.928,50,104.91,22,21,87.33,6.75,38.63,29.82,101.95,18.45,28.48,67.9,1,0,7.91,0,0,0,0,0,0,1,0,0,1,1,0
0,43.59,30.27,241.66,59.68,29.14,961.92,998.58,65.92,22.22,74.26,30.48,4.94,62,102,24,5.55,0.19,32.66,0.79,0.814,2,267.47,46,35,65.7,4.5,15.93,34.5,20.65,6.77,24.37,72.5,2,0,6.83,0,1,0,0,0,0,0,0,0,1,1,0
3,41.3,63.21,197.58,86.53,0.16,406.87,1033.8,0.73,27.77,8.5,27.89,5.43,134,58,67,7.8,1.9,36.66,11.72,0.934,142,947.07,54,68,53.25,2.05,17.66,16.26,95.86,2.64,103.3,9.23,0,0,7.55,1,0,0,0,0,0,0,0,1,0,0,1
0,22.22,42.94,143.38,29.75,9.08,747.36,974.03,57.63,21.93,40.56,25.22,7.68,122,90,49,5.68,1.41,73.93,7.06,0.432,86,998.2,62,72,76.41,3.95,12.02,82.58,247.32,15.81,24.73,39.61,1,0,4.58,1,0,0,0,0,1,0,0,0,0,0,0
3,29.67,55.05,67.93,38.25,17.52,714.97,1043.13,94.26,18.45,50.34,24.19,4.54,47,22,90,3.14,1.86,44.29,2.32,0.331,54,864.08,24,55,58.71,6.02,13.16,98.21,91.96,5.38,24.98,48.95,1,0,3.73,0,0,1,0,0,0,0,0,1,0,1,0
3,17.1,81.5,84.65,37.34,8.37,882.03,1013.49,9.92,21.2,68.2,38.54,7.92,85,70,104,5.8,2.0,82.38,9.47,0.84,41,933.51,88,60,85.36,9.38,24.42,25.02,166.23,8.34,28.39,68.62,1,0,6.76,0,0,1,0,0,0,1,1,0,0,1,0
1,43.6,59.05,293.47,29.37,20.29,400.97,1000.56,10.86,22.2,51.51,39.73,5.71,28,32,10,6.43,2.09,61.29,2.96,0.634,179,634.03,76,33,52.16,2.79,37.82,27.76,172.82,15.72,26.13,47.32,2,0,6.13,0,1,0,0,0,0,0,0,0,0,1,0
2,32.18,58.69,102.88,69.88,8.98,150.47,1010.88,19.94,15.06,39.33,21.55,8.06,67,21,135,0.81,2.49,4.33,7.9,0.511,83,762.8,5,74,52.79,6.78,46.05,64.94,205.65,12.22,37.61,40.09,1,0,3.98,0,0,0,0,0,1,0,1,0,0,1,0
1,22.36,40.86,184.84,65.58,19.15,973.57,1041.71,9.99,25.07,62.27,10.41,6.17,58,27,68,6.7,0.64,56.3,11.97,0.757,146,56.38,57,5,81.66,1.85,43.61,40.52,88.3,17.49,32.59,64.16,1,0,7.08,1,0,0,0,0,0,1,1,0,0,0,1
2,23.77,79.46,149.92,84.33,25.5,426.12,984.25,85.36,16.64,39.75,37.3,7.32,82,57,133,3.91,0.49,11.34,3.23,0.731,53,494.48,8,15,49.39,1.98,2.65,19.05,42.34,12.96,18.43,42.93,1,0,6.29,0,0,1,0,1,0,0,0,0,0,0,0
2,44.42,75.49,6.93,91.76,19.76,274.37,974.58,88.12,18.98,26.42,19.61,5.08,62,44,147,2.49,1.9,81.52,0.55,0.699,93,462.96,83,49,95.9,9.82,4.17,65.74,17.31,16.48,60.73,27.1,0,0,5.5,1,0,0,0,0,1,0,0,0,1,0,0
3,33.47,37.56,283.4,90.05,1.5,922.69,974.54,47.39,12.7,48.78,37.71,6.67,33,104,101,4.19,2.92,53.21,10.74,0.125,92,790.05,2,99,66.06,3.98,30.27,88.81,230.45,19.43,34.09,50.96,1,0,2.47,0,0,0,1,1,0,0,1,0,0,1,0
0,27.62,44.0,26.38,54.02,23.86,271.55,1047.27,79.12,28.59,43.34,25.99,5.81,71,7,60,0.59,1.69,27.81,1.47,0.153,88,266.81,49,92,85.77,5.45,8.45,74.01,103.16,11.88,23.72,43.52,1,0,1.96,1,0,0,0,0,0,1,0,1,0,0,0
2,30.0,79.15,197.61,18.57,6.38,575.88,983.75,30.34,15.45,41.59,38.93,5.55,53,42,93,2.24,0.58,31.51,10.6,0.502,46,744.35,79,37,40.27,4.57,15.56,40.71,97.92,6.36,35.32,38.58,1,0,4.59,0,0,0,0,0,1,0,0,0,1,1,0
2,17.96,46.83,243.31,22.22,19.04,779.95,1038.39,50.39,6.4,19.37,25.38,7.21,123,6,41,4.75,1.65,34.76,3.09,0.824,155,549.79,87,57,65.82,6.04,36.95,54.81,280.44,19.32,45.52,18.45,2,1,6.5,0,0,0,0,0,1,0,0,0,1,1,0
2,17.25,50.27,224.62,59.03,19.4,757.91,963.75,53.78,9.56,68.41,22.92,8.12,136,8,26,1.62,0.41,97.44,8.34,0.727,136,953.74,35,72,42.0,7.08,31.51,62.36,158.01,18.52,19.25,70.54,1,0,5.24,1,0,0,0,0,0,1,0,0,0,0,0
2,32.78,47.33,242.78,91.84,24.11,126.52,993.06,30.63,4.43,9.28,37.67,7.04,77,40,74,7.05,2.85,56.18,0.07,0.928,124,117.79,23,83,46.4,2.24,16.02,92.08,178.15,17.99,69.52,11.71,0,0,7.22,0,0,0,1,0,0,0,0,1,0,0,0
3,30.36,32.12,221.92,53.04,15.17,282.19,1011.92,58.73,3.75,9.01,31.59,8.04,127,115,52,7.9,0.54,95.55,6.61,0.831,119,545.18,17,17,48.56,9.9,40.99,54.0,248.67,10.36,82.19,8.7,0,0,7.56,0,0,0,0,0,1,0,0,1,0,0,1
1,25.77,45.57,133.67,93.57,11.28,899.64,1046.35,84.31,27.94,15.49,35.26,6.0,74,42,117,1.6,0.24,70.44,0.77,0.776,85,429.89,66,12,93.07,5.25,24.28,29.12,103.49,1.38,59.59,19.11,0,0,6.08,0,0,1,0,0,1,0,0,0,1,1,0
0,31.98,80.22,268.88,26.23,15.54,597.86,1017.73,94.51,19.95,13.41,12.27,7.16,117,108,109,5.86,1.33,85.69,11.17,0.802,59,358.81,95,77,94.69,9.17,1.35,41.96,46.28,7.29,82.34,10.71,0,0,6.41,1,0,0,0,1,0,0,1,0,0,0,0
3,17.18,56.83,273.73,8.63,16.37,718.5,950.2,30.47,0.02,71.2,28.4,4.9,138,103,90,6.18,1.11,7.17,9.46,0.623,167,555.38,91,57,81.2,2.45,22.1,63.5,225.32,18.71,18.98,69.31,1,0,5.78,0,0,0,1,0,0,0,1,0,0,0,1
3,43.32,54.37,131.09,79.63,24.65,462.06,1026.01,92.5,24.37,64.27,30.04,8.3,119,119,92,3.45,0.35,1.86,2.34,0.92,170,699.82,51,63,89.7,2.59,6.57,22.58,223.41,17.05,32.78,64.14,2,0,6.66,0,0,1,0,1,0,0,0,1,0,0,0
3,23.81,31.73,145.43,87.94,6.15,770.68,1014.98,62.73,15.92,26.35,13.99,7.34,26,86,44,6.07,2.32,56.01,1.46,0.432,20,995.7,41,20,79.44,5.71,5.73,39.39,181.77,11.78,39.27,29.81,2,0,5.17,1,0,0,0,1,0,0,0,0,1,0,0
2,17.15,33.32,145.69,44.81,25.4,360.19,968.52,60.03,3.28,24.92,19.0,6.62,41,84,95,7.76,2.35,68.04,10.11,0.251,121,581.02,41,81,69.32,7.6,5.35,12.43,72.9,11.24,53.8,25.93,2,0,4.0,0,0,0,1,0,0,0,0,0,1,1,0
0,20.09,23.22,83.67,10.24,10.97,308.83,1012.05,12.29,13.6,35.42,36.74,7.97,70,20,120,6.18,0.89,5.54,1.56,0.59,108,912.93,0,14,94.72,3.11,42.27,71.01,167.23,4.68,23.25,33.23,1,0,6.05,0,0,1,0,0,0,0,0,0,1,0,1
3,17.86,21.05,34.48,4.23,22.32,997.4,1042.56,71.05,10.97,44.1,16.88,7.35,107,110,112,6.61,1.67,27.84,0.59,0.887,134,953.73,49,10,41.88,8.65,25.21,56.85,164.18,11.23,13.74,41.76,1,0,7.66,0,0,0,0,0,0,1,0,0,0,1,0
3,20.36,56.6,78.59,6.26,10.07,241.89,950.45,30.7,9.61,29.81,33.37,6.28,71,40,59,5.02,1.27,89.33,3.6,0.484,8,203.23,3,39,80.31,3.43,21.73,91.37,86.04,13.02,37.9,27.26,2,1,5.03,1,0,0,0,0,0,0,0,1,0,0,0
3,27.5,50.69,253.23,43.91,21.27,983.22,1047.44,42.64,13.9,72.92,10.76,6.78,84,22,47,7.07,2.25,50.55,2.0,0.282,79,422.0,46,38,69.1,1.94,47.39,64.62,125.63,15.53,13.34,72.31,1,0,4.44,1,0,0,0,0,1,0,0,1,0,0,1
2,37.14,40.65,162.92,23.48,23.98,933.86,979.62,14.15,19.22,8.62,15.44,6.74,56,7,130,7.3,1.61,29.2,6.47,0.581,10,376.01,9,85,74.88,1.18,46.76,58.45,151.27,3.59,90.99,4.93,0,1,5.52,0,0,0,0,0,0,0,1,0,0,1,0
2,23.17,94.25,255.06,46.19,16.74,743.21,1010.75,23.05,16.1,77.1,11.55,7.15,104,62,56,2.36,2.64,4.97,0.93,0.779,62,361.83,82,97,93.91,7.94,12.29,35.53,261.1,9.14,7.64,77.32,1,0,5.4,0,1,0,0,0,0,1,1,0,0,0,1
3,28.08,49.85,223.55,48.85,18.59,623.78,977.76,62.19,8.46,47.71,22.21,7.55,99,11,6,1.59,2.73,84.27,1.52,0.777,100,123.62,41,46,67.8,6.21,48.0,61.04,147.78,19.93,14.33,47.41,1,0,5.74,0,0,1,0,0,0,1,0,1,0,0,0
2,42.86,79.16,104.58,45.81,21.23,104.08,1023.09,61.42,21.71,75.88,16.09,6.04,115,28,112,3.51,0.31,56.36,8.96,0.772,129,606.67,84,71,54.89,2.17,27.51,25.99,166.66,17.78,46.98,73.12,2,0,5.85,0,0,0,0,0,0,1,0,1,0,0,1
0,23.87,35.79,55.59,61.99,20.65,671.76,1001.58,45.84,29.66,57.18,17.81,7.56,121,33,64,2.9,0.96,1.12,11.11,0.588,1,803.77,94,17,54.7,2.58,13.97,75.56,170.52,9.47,38.54,58.56,1,0,5.35,1,0,0,0,0,0,0,1,0,0,0,0
2,38.84,38.53,170.17,67.94,21.82,795.17,976.29,63.06,28.98,16.37,25.18,5.62,138,111,54,4.13,0.28,1.15,5.53,0.38,122,886.44,61,74,53.65,1.68,6.94,26.43,291.74,1.18,76.16,15.98,0,0,3.99,0,0,1,0,0,0,0,0,1,0,1,0
3,19.73,62.63,280.76,39.59,25.49,759.59,1000.34,86.72,29.9,57.01,25.55,6.02,70,109,69,3.77,0.26,21.07,8.94,0.792,171,708.15,48,14,70.54,9.99,2.04,59.72,132.76,7.98,19.63,57.22,1,0,6.57,0,0,1,0,1,0,0,1,0,0,0,0
0,20.35,20.3,251.82,33.7,6.62,254.86,985.16,3.21,14.62,77.65,16.39,5.99,49,35,108,1.83,2.25,10.54,6.89,0.741,153,500.66,46,36,68.99,1.34,26.85,65.42,206.19,17.07,17.47,77.29,1,0,5.71,0,1,0,0,1,0,0,0,1,0,0,0
2,28.68,21.31,229.15,36.84,6.44,590.08,974.97,20.57,1.3,42.5,35.53,4.83,46,12,70,4.46,1.09,28.2,4.51,0.648,42,972.42,65,78,51.02,9.81,9.82,13.0,212.14,7.58,20.51,41.15,1,0,5.35,1,0,0,0,0,1,0,0,0,0,0,1
3,22.02,30.67,229.25,7.02,29.12,595.18,1009.28,29.62,21.85,70.83,20.07,5.27,16,76,120,3.12,1.15,93.05,9.64,0.841,175,337.3,54,17,80.25,5.33,40.79,35.16,135.91,18.0,25.43,68.09,1,0,6.66,0,0,0,1,1,0,0,0,0,0,0,1
1,42.09,36.73,158.33,32.16,25.54,687.59,1013.82,57.72,19.91,79.24,21.36,8.43,74,70,45,7.08,2.94,92.31,0.04,0.493,51,496.99,41,10,63.03,5.22,32.89,26.21,254.6,16.83,25.84,75.5,1,0,5.78,0,1,0,0,0,1,0,0,0,1,1,0
1,16.52,59.59,50.86,19.99,17.75,847.85,964.05,66.59,29.01,30.39,36.89,6.52,29,87,63,7.04,2.35,35.35,7.05,0.229,80,295.89,36,35,52.37,9.92,13.28,50.9,140.19,14.22,42.07,29.51,2,1,4.2,0,1,0,0,0,0,1,0,1,0,0,1
0,32.92,71.47,85.66,29.08,0.25,728.41,1042.92,55.33,11.13,35.94,22.91,5.38,132,13,111,4.11,1.39,72.38,8.07,0.598,171,300.85,87,19,47.71,7.37,9.73,89.55,195.42,2.18,45.5,33.33,2,0,5.62,0,0,0,1,1,0,0,1,0,0,1,0
0,33.13,43.39,173.37,71.44,25.64,227.18,950.67,69.77,29.82,25.62,16.48,6.03,110,96,139,1.66,0.33,67.56,4.19,0.444,124,657.05,54,26,85.79,2.46,43.5,82.47,96.34,11.91,52.1,26.37,2,0,4.29,0,0,0,1,0,0,0,0,1,0,0,0
0,16.98,37.93,94.91,98.85,22.55,117.13,977.69,44.65,1.97,74.39,12.58,6.28,78,72,139,6.64,2.06,0.82,6.61,0.299,156,413.05,73,89,43.47,7.31,4.44,15.88,13.29,15.79,22.06,79.75,1,0,3.93,0,1,0,0,1,0,0,0,1,0,0,0
2,36.98,81.71,234.47,92.36,28.69,222.93,984.33,79.69,10.77,51.98,29.98,6.38,134,61,105,1.61,1.3,20.51,8.04,0.608,79,758.81,47,37,60.8,7.84,44.77,90.33,243.3,16.67,33.94,53.82,1,0,4.99,0,0,1,0,0,1,0,0,0,1,0,1
0,29.07,32.21,111.97,82.16,0.39,136.25,956.64,7.23,22.2,61.79,15.75,6.25,101,7,40,3.31,1.94,3.18,1.26,0.489,144,284.2,36,72,64.26,5.59,43.81,30.51,122.67,17.89,20.18,64.0,1,0,4.39,0,0,0,0,1,0,0,1,0,0,0,0
2,36.69,70.87,34.17,73.72,0.86,493.1,959.0,61.99,18.46,19.94,33.9,7.65,15,15,121,2.87,1.19,43.66,6.68,0.244,80,947.92,87,78,63.68,2.01,2.19,15.17,248.66,6.69,77.11,20.33,0,0,3.01,0,0,0,0,0,0,1,0,1,0,0,0
3,39.81,89.85,234.76,94.49,15.52,355.38,1034.74,4.33,6.17,37.2,36.8,5.94,55,17,39,4.45,2.66,66.19,8.46,0.668,38,233.96,60,50,57.76,7.89,36.54,11.89,150.58,14.54,42.07,38.79,2,0,5.73,0,1,0,0,0,0,0,1,0,0,1,0
2,24.69,37.42,209.44,75.2,25.68,106.58,986.18,23.1,10.72,52.77,25.26,6.87,27,42,30,6.83,1.36,88.84,5.14,0.251,9,383.31,10,60,54.92,7.9,1.96,39.69,81.55,14.96,19.56,55.08,1,0,4.02,0,0,1,0,0,1,0,0,1,0,0,1
2,29.53,26.52,75.95,47.1,29.74,172.25,986.53,6.18,4.87,60.19,27.52,6.31,11,64,132,1.05,2.73,30.92,2.19,0.915,21,438.73,53,64,42.08,6.92,10.42,25.56,288.43,13.56,24.21,59.53,1,0,6.14,0,0,0,1,0,0,0,0,0,1,1,0
3,22.82,93.48,294.33,60.14,9.6,457.79,1018.86,59.42,29.83,54.27,12.24,6.35,38,64,31,2.14,1.24,61.83,8.05,0.299,158,366.62,25,44,42.39,6.1,4.71,14.51,123.1,13.89,19.64,55.66,1,0,3.48,0,1,0,0,0,0,0,1,0,0,0,0
1,21.05,40.31,120.96,30.58,1.09,945.79,1022.43,21.04,15.43,58.22,29.77,8.27,75,87,45,2.75,2.13,72.09,5.59,0.661,74,739.6,79,89,47.45,6.54,32.64,41.72,80.67,11.11,21.97,57.51,1,0,4.96,1,0,0,0,0,1,0,0,1,0,0,0
2,15.02,40.67,204.14,0.33,5.87,995.32,1020.75,9.2,26.02,51.18,37.4,5.8,42,15,68,7.99,0.43,61.26,3.01,0.675,30,77.27,37,44,66.56,9.01,19.75,70.34,283.09,17.44,7.83,48.95,1,0,6.53,0,0,1,0,0,0,0,0,0,0,0,0
2,43.91,56.28,273.13,35.36,26.31,145.11,996.89,77.34,11.82,19.56,10.02,5.03,125,110,53,2.87,1.77,72.66,7.98,0.402,44,702.19,89,28,43.9,5.69,3.48,86.91,90.05,4.95,74.22,15.8,0,0,4.3,1,0,0,0,0,0,0,1,0,0,0,1
3,28.23,37.33,46.8,40.48,13.99,847.52,1020.67,0.06,7.32,45.94,16.48,6.02,14,73,64,7.56,1.01,79.07,8.3,0.59,79,441.57,27,59,84.63,8.06,2.91,19.99,158.59,17.27,36.84,44.94,1,0,5.87,1,0,0,0,1,0,0,0,0,1,0,0
0,15.39,94.47,263.71,73.31,25.6,532.23,1042.39,54.91,14.64,72.09,19.9,5.03,40,39,71,1.53,2.1,33.47,3.59,0.319,42,491.09,60,25,91.37,6.63,17.27,88.86,245.2,19.82,6.31,75.65,1,0,3.65,0,1,0,0,0,0,0,0,0,0,0,0
